date,policy_regime_id,call_unc_boj_m,usdjpy_m,m2_yoy,m2_ref_avg_yoy,m2_old_avg_yoy,mb_yoy,boj_assets,tankan_mfg_di,tankan_nonmfg_di,m2_yoy_canonical
2018-09-30,QQE_YCC,-0.064,113.48,2.868,,,6.9,5509363,21,24,2.868
2018-10-31,QQE_YCC,-0.072,112.76,2.837,,,5.9,5456615,19,22,2.837
2018-11-30,QQE_YCC,-0.072,113.42,2.663,,,5.9,5518054,19,22,2.663
2018-12-31,QQE_YCC,-0.055,110.34,2.331,,,6.1,5555010,19,24,2.331
2019-01-31,QQE_YCC,-0.063,109.57,2.390,,,4.8,5520843,19,24,2.390
2019-02-28,QQE_YCC,-0.05,110.92,2.329,,,4.7,5569180,19,24,2.329
2019-03-31,QQE_YCC,-0.06,110.68,2.351,,,4.6,5619262,19,24,2.351
2019-04-30,QQE_YCC,-0.073,111.8,2.367,,,3.8,5570243,12,21,2.367
2019-05-31,QQE_YCC,-0.051,109.67,2.411,,,3.1,5620357,12,21,2.411
2019-06-30,QQE_YCC,-0.076,107.84,2.540,,,3.6,5671565,12,21,2.540
2019-07-31,QQE_YCC,-0.071,108.66,2.218,,,4,5648665,7,23,2.218
2019-08-31,QQE_YCC,-0.061,106.3,2.209,,,3.7,5683142,7,23,2.209
2019-09-30,QQE_YCC,-0.046,108.05,2.263,,,2.8,5727192,7,23,2.263
2019-10-31,QQE_YCC,-0.024,108.88,2.283,,,3,5698026,5,21,2.283
2019-11-30,QQE_YCC,-0.034,109.47,2.280,,,3.1,5756702,5,21,2.280
2019-12-31,QQE_YCC,-0.068,108.85,2.576,,,3.3,5785322,0,20,2.576
2020-01-31,QQE_YCC,-0.032,108.75,2.581,,,3.2,5730531,0,20,2.581
2020-02-29,QQE_YCC,-0.025,108.12,2.643,,,2.9,5783352,0,20,2.643
2020-03-31,QQE_YCC,-0.017,108.06,2.843,,,3.6,5849208,0,20,2.843
2020-04-30,QQE_YCC,-0.048,106.67,3.139,,,2.8,6044846,-8,8,3.139
2020-05-31,QQE_YCC,-0.073,107.77,3.686,,,2.3,6190306,-8,8,3.686
2020-06-30,QQE_YCC,-0.041,107.71,5.117,,,3.9,6385922,-8,8,5.117
2020-07-31,QQE_YCC,-0.02,105.05,7.259,,,6,6489462,-34,-17,7.259
2020-08-31,QQE_YCC,-0.054,105.3,7.894,,,9.8,6658852,-34,-17,7.894
2020-09-30,QQE_YCC,-0.031,105.68,8.594,,,11.5,6828990,-34,-17,8.594
2020-10-31,QQE_YCC,-0.029,104.54,8.974,,,14.3,6900269,-27,-12,8.974
2020-11-30,QQE_YCC,-0.03,104.39,9.011,,,16.3,6982309,-27,-12,9.011
2020-12-31,QQE_YCC,-0.033,103.31,9.075,,,16.5,7053047,-10,-5,9.075
2021-01-31,QQE_YCC,-0.012,104.64,9.183,,,18.3,7025822,-10,-5,9.183
2021-02-28,QQE_YCC,-0.022,106.64,9.447,,,18.9,7094935,-10,-5,9.447
2021-03-31,QQE_YCC,-0.014,110.19,9.629,,,19.6,7126021,-10,-5,9.629
2021-04-30,QQE_YCC,-0.014,108.94,9.513,,,20.8,7145566,5,-1,9.513
2021-05-31,QQE_YCC,-0.025,109.83,9.292,,,24.3,7202316,5,-1,9.292
2021-06-30,QQE_YCC,-0.029,110.53,7.979,,,22.4,7246409,5,-1,7.979
2021-07-31,QQE_YCC,-0.044,109.7,5.929,,,19.1,7169006,14,1,5.929
2021-08-31,QQE_YCC,-0.036,109.91,5.289,,,15.4,7229429,14,1,5.289
2021-09-30,QQE_YCC,-0.025,111.83,4.659,,,14.9,7267102,14,1,4.659
2021-10-31,QQE_YCC,-0.027,114.03,4.206,,,11.7,7240579,18,2,4.206
2021-11-30,QQE_YCC,-0.047,113.75,4.212,,,9.9,7251886,18,2,4.212
2021-12-31,QQE_YCC,-0.018,115.17,3.986,,,9.3,7282186,18,9,3.986
2022-01-31,QQE_YCC,-0.021,115.21,3.718,,,8.3,7237659,18,9,3.718
2022-02-28,QQE_YCC,-0.013,115.62,3.623,,,8.4,7251444,18,9,3.623
2022-03-31,QQE_YCC,-0.004,121.97,3.551,,,7.6,7305553,18,9,3.551
2022-04-30,QQE_YCC,-0.021,129.84,3.470,,,7.9,7362535,14,9,3.470
2022-05-31,QQE_YCC,-0.022,127.14,3.449,,,6.6,7386915,14,9,3.449
2022-06-30,QQE_YCC,-0.033,136.5,3.147,,,4.6,7364911,14,9,3.147
2022-07-31,QQE_YCC,-0.01,133.25,3.313,,,3.9,7327306,9,13,3.313
2022-08-31,QQE_YCC,-0.039,138.73,3.404,,,2.8,7253573,9,13,3.404
2022-09-30,QQE_YCC,-0.066,144.45,3.420,,,0.4,7092488,9,13,3.420
2022-10-31,QQE_YCC,-0.052,147.68,3.284,,,-3.3,6857902,8,14,3.284
2022-11-30,QQE_YCC,-0.078,138.28,3.065,,,-6.9,6959532,8,14,3.065
2022-12-31,QQE_YCC,-0.022,131.81,3.132,,,-6.4,6998931,7,19,3.132
2023-01-31,QQE_YCC,-0.014,130.34,2.938,,,-6.1,7039414,7,19,2.938
2023-02-28,QQE_YCC,-0.01,136.18,2.703,,,-3.8,7337761,7,19,2.703
2023-03-31,QQE_YCC,-0.014,132.71,2.565,,,-1.6,7395800,7,19,2.565
2023-04-30,QQE_YCC,-0.073,135.99,2.546,,,-1,7351165,1,20,2.546
2023-05-31,QQE_YCC,-0.064,139.83,2.566,,,-1.7,7400726,1,20,2.566
2023-06-30,QQE_YCC,-0.075,144.72,2.637,,,-1.1,7455518,1,20,2.637
2023-07-31,QQE_YCC,-0.059,140.72,2.601,,,-1,7328285,5,23,2.601
2023-08-31,QQE_YCC,-0.052,145.94,2.489,,,-1.3,7416142,5,23,2.489
2023-09-30,QQE_YCC,-0.062,149.43,2.457,,,1.2,7485376,5,23,2.457
2023-10-31,QQE_YCC,-0.016,149.01,2.386,,,5.6,7414910,9,27,2.386
2023-11-30,QQE_YCC,-0.022,147.39,2.393,,,9,7506502,9,27,2.393
2023-12-31,QQE_YCC,-0.039,140.92,2.261,,,8.9,7557805,12,30,2.261
2024-01-31,QQE_YCC,-0.011,147.71,2.321,,,7.8,7499632,12,30,2.321
2024-02-29,QQE_YCC,-0.006,150.68,2.460,,,4.8,7564336,12,30,2.460
2024-03-31,NORMALIZATION_RATE_TOOL,0.074,151.22,2.446,,,2.4,7604307,12,30,2.446
2024-04-30,NORMALIZATION_RATE_TOOL,0.077,156.71,2.544,,,1.6,7564231,11,34,2.544
2024-05-31,NORMALIZATION_RATE_TOOL,0.077,156.63,2.214,,,2.1,7583199,11,34,2.214
2024-06-30,NORMALIZATION_RATE_TOOL,0.076,160.88,1.848,,,0.9,7610851,11,34,1.848
2024-07-31,NORMALIZATION_RATE_TOOL,0.077,153.72,1.469,,,0.6,7536709,13,33,1.469
2024-08-31,NORMALIZATION_RATE_TOOL,0.227,145.95,1.455,,,1,7617141,13,33,1.455
2024-09-30,NORMALIZATION_RATE_TOOL,0.226,142.6,1.317,,,0.6,7648115,13,33,1.317
2024-10-31,NORMALIZATION_RATE_TOOL,0.227,153.15,1.241,,,-0.1,7532992,13,34,1.241
2024-11-30,NORMALIZATION_RATE_TOOL,0.227,150.41,1.194,,,-0.3,7568635,13,34,1.194
2024-12-31,NORMALIZATION_RATE_TOOL,0.227,157.26,1.212,,,-0.3,7599596,14,33,1.212
2025-01-31,NORMALIZATION_RATE_TOOL,0.477,154.42,1.340,,,-1,7479920,14,33,1.340
2025-02-28,NORMALIZATION_RATE_TOOL,0.477,149.8,1.317,,,-2.5,7443455,14,33,1.317
2025-03-31,NORMALIZATION_RATE_TOOL,0.477,150.26,1.172,,,-1.8,7470520,14,33,1.172
2025-04-30,NORMALIZATION_RATE_TOOL,0.476,142.29,0.828,,,-3.1,7297669,12,35,0.828
2025-05-31,NORMALIZATION_RATE_TOOL,0.476,144.18,0.491,,,-4.8,7312029,12,35,0.491
2025-06-30,NORMALIZATION_RATE_TOOL,0.477,144.74,0.648,,,-3.4,7336035,12,35,0.648
2025-07-31,NORMALIZATION_RATE_TOOL,0.481,149.07,0.850,,,-3.5,7174942,13,34,0.850
2025-08-31,NORMALIZATION_RATE_TOOL,0.477,146.9,1.010,,,-3.9,7214098,13,34,1.010
2025-09-30,NORMALIZATION_RATE_TOOL,0.477,148.57,1.307,,,-4.1,7240302,13,34,1.307
2025-10-31,NORMALIZATION_RATE_TOOL,0.476,154.17,1.529,,,-6.2,6957819,14,34,1.529
2025-11-30,NORMALIZATION_RATE_TOOL,0.477,156.17,1.611,,,-7.8,6963487,14,34,1.611
2025-12-31,NORMALIZATION_RATE_TOOL,0.727,156.26,1.734,,,-8.5,6979490,15,34,1.734
2026-01-31,NORMALIZATION_RATE_TOOL,0.727,154.34,1.694,,,-9.8,6777762,15,34,1.694
2026-02-28,NORMALIZATION_RATE_TOOL,0.727,156.05,1.556,,,-9.5,6828680,15,34,1.556
2026-03-31,NORMALIZATION_RATE_TOOL,0.726,159.49,1.716,,,-10.6,6837705,15,34,1.716
2026-04-30,NORMALIZATION_RATE_TOOL,0.727,160.23,1.984,,,-11.6,6630250,17,36,1.984
2026-05-31,NORMALIZATION_RATE_TOOL,0.727,159.23,2.325,,,-11.3,6632533,17,36,2.325
2026-06-30,NORMALIZATION_RATE_TOOL,0.978,161.93,2.450,,,-12.2,6643630,17,36,2.450
2026-07-31,NORMALIZATION_RATE_TOOL,0.979,159.47,2.208,,,-13.7,6395509,22,37,2.208
