dataset,decision_month,feature,na_reason
baseline_2008_monthly,2021-04,gro.ip_yoy,
baseline_2008_monthly,2021-04,gro.retail_yoy,
baseline_2008_monthly,2021-04,gro.gdp_yoy,
baseline_2008_monthly,2021-04,inf.cpi_yoy,
baseline_2008_monthly,2021-04,inf.ppi_yoy,
baseline_2008_monthly,2021-04,liq.m2_yoy,
baseline_2008_monthly,2021-05,ey,
baseline_2008_monthly,2021-05,eyg,
baseline_2008_monthly,2021-05,term_spread,
baseline_2008_monthly,2021-05,pmi_gap,
baseline_2008_monthly,2021-05,delta_pmi,
baseline_2008_monthly,2021-05,loans_12m,
baseline_2008_monthly,2021-05,val.pb,
baseline_2008_monthly,2021-05,rate.fr007_mean,
baseline_2008_monthly,2021-05,gro.ip_yoy,
baseline_2008_monthly,2021-05,gro.retail_yoy,
baseline_2008_monthly,2021-05,gro.gdp_yoy,
baseline_2008_monthly,2021-05,inf.cpi_yoy,
baseline_2008_monthly,2021-05,inf.ppi_yoy,
baseline_2008_monthly,2021-05,liq.m2_yoy,
baseline_2008_monthly,2021-06,ey,
baseline_2008_monthly,2021-06,eyg,
baseline_2008_monthly,2021-06,term_spread,
baseline_2008_monthly,2021-06,pmi_gap,
baseline_2008_monthly,2021-06,delta_pmi,
baseline_2008_monthly,2021-06,loans_12m,
baseline_2008_monthly,2021-06,val.pb,
baseline_2008_monthly,2021-06,rate.fr007_mean,
baseline_2008_monthly,2021-06,gro.ip_yoy,
baseline_2008_monthly,2021-06,gro.retail_yoy,
baseline_2008_monthly,2021-06,gro.gdp_yoy,
baseline_2008_monthly,2021-06,inf.cpi_yoy,
baseline_2008_monthly,2021-06,inf.ppi_yoy,
baseline_2008_monthly,2021-06,liq.m2_yoy,
baseline_2008_monthly,2021-07,ey,
baseline_2008_monthly,2021-07,eyg,
baseline_2008_monthly,2021-07,term_spread,
baseline_2008_monthly,2021-07,pmi_gap,
baseline_2008_monthly,2021-07,delta_pmi,
baseline_2008_monthly,2021-07,loans_12m,
baseline_2008_monthly,2021-07,val.pb,
baseline_2008_monthly,2021-07,rate.fr007_mean,
baseline_2008_monthly,2021-07,gro.ip_yoy,
baseline_2008_monthly,2021-07,gro.retail_yoy,
baseline_2008_monthly,2021-07,gro.gdp_yoy,
baseline_2008_monthly,2021-07,inf.cpi_yoy,
baseline_2008_monthly,2021-07,inf.ppi_yoy,
baseline_2008_monthly,2021-07,liq.m2_yoy,
baseline_2008_monthly,2021-08,ey,
baseline_2008_monthly,2021-08,eyg,
baseline_2008_monthly,2021-08,term_spread,
baseline_2008_monthly,2021-08,pmi_gap,
baseline_2008_monthly,2021-08,delta_pmi,
baseline_2008_monthly,2021-08,loans_12m,
baseline_2008_monthly,2021-08,val.pb,
baseline_2008_monthly,2021-08,rate.fr007_mean,
baseline_2008_monthly,2021-08,gro.ip_yoy,
baseline_2008_monthly,2021-08,gro.retail_yoy,
baseline_2008_monthly,2021-08,gro.gdp_yoy,
baseline_2008_monthly,2021-08,inf.cpi_yoy,
baseline_2008_monthly,2021-08,inf.ppi_yoy,
baseline_2008_monthly,2021-08,liq.m2_yoy,
baseline_2008_monthly,2021-09,ey,
baseline_2008_monthly,2021-09,eyg,
baseline_2008_monthly,2021-09,term_spread,
baseline_2008_monthly,2021-09,pmi_gap,
baseline_2008_monthly,2021-09,delta_pmi,
baseline_2008_monthly,2021-09,loans_12m,
baseline_2008_monthly,2021-09,val.pb,
baseline_2008_monthly,2021-09,rate.fr007_mean,
baseline_2008_monthly,2021-09,gro.ip_yoy,
baseline_2008_monthly,2021-09,gro.retail_yoy,
baseline_2008_monthly,2021-09,gro.gdp_yoy,
baseline_2008_monthly,2021-09,inf.cpi_yoy,
baseline_2008_monthly,2021-09,inf.ppi_yoy,
baseline_2008_monthly,2021-09,liq.m2_yoy,
baseline_2008_monthly,2021-10,ey,
baseline_2008_monthly,2021-10,eyg,
baseline_2008_monthly,2021-10,term_spread,
baseline_2008_monthly,2021-10,pmi_gap,
baseline_2008_monthly,2021-10,delta_pmi,
baseline_2008_monthly,2021-10,loans_12m,
baseline_2008_monthly,2021-10,val.pb,
baseline_2008_monthly,2021-10,rate.fr007_mean,
baseline_2008_monthly,2021-10,gro.ip_yoy,
baseline_2008_monthly,2021-10,gro.retail_yoy,
baseline_2008_monthly,2021-10,gro.gdp_yoy,
baseline_2008_monthly,2021-10,inf.cpi_yoy,
baseline_2008_monthly,2021-10,inf.ppi_yoy,
baseline_2008_monthly,2021-10,liq.m2_yoy,
baseline_2008_monthly,2021-11,ey,
baseline_2008_monthly,2021-11,eyg,
baseline_2008_monthly,2021-11,term_spread,
baseline_2008_monthly,2021-11,pmi_gap,
baseline_2008_monthly,2021-11,delta_pmi,
baseline_2008_monthly,2021-11,loans_12m,
baseline_2008_monthly,2021-11,val.pb,
baseline_2008_monthly,2021-11,rate.fr007_mean,
baseline_2008_monthly,2021-11,gro.ip_yoy,
baseline_2008_monthly,2021-11,gro.retail_yoy,
baseline_2008_monthly,2021-11,gro.gdp_yoy,
baseline_2008_monthly,2021-11,inf.cpi_yoy,
baseline_2008_monthly,2021-11,inf.ppi_yoy,
baseline_2008_monthly,2021-11,liq.m2_yoy,
baseline_2008_monthly,2021-12,ey,
baseline_2008_monthly,2021-12,eyg,
baseline_2008_monthly,2021-12,term_spread,
baseline_2008_monthly,2021-12,pmi_gap,
baseline_2008_monthly,2021-12,delta_pmi,
baseline_2008_monthly,2021-12,loans_12m,
baseline_2008_monthly,2021-12,val.pb,
baseline_2008_monthly,2021-12,rate.fr007_mean,
baseline_2008_monthly,2021-12,gro.ip_yoy,
baseline_2008_monthly,2021-12,gro.retail_yoy,
baseline_2008_monthly,2021-12,gro.gdp_yoy,
baseline_2008_monthly,2021-12,inf.cpi_yoy,
baseline_2008_monthly,2021-12,inf.ppi_yoy,
baseline_2008_monthly,2021-12,liq.m2_yoy,
baseline_2008_monthly,2022-01,ey,
baseline_2008_monthly,2022-01,eyg,
baseline_2008_monthly,2022-01,term_spread,
baseline_2008_monthly,2022-01,pmi_gap,
baseline_2008_monthly,2022-01,delta_pmi,
baseline_2008_monthly,2022-01,loans_12m,
baseline_2008_monthly,2022-01,val.pb,
baseline_2008_monthly,2022-01,rate.fr007_mean,
baseline_2008_monthly,2022-01,gro.ip_yoy,
baseline_2008_monthly,2022-01,gro.retail_yoy,
baseline_2008_monthly,2022-01,gro.gdp_yoy,
baseline_2008_monthly,2022-01,inf.cpi_yoy,
baseline_2008_monthly,2022-01,inf.ppi_yoy,
baseline_2008_monthly,2022-01,liq.m2_yoy,
baseline_2008_monthly,2022-02,ey,
baseline_2008_monthly,2022-02,eyg,
baseline_2008_monthly,2022-02,term_spread,
baseline_2008_monthly,2022-02,pmi_gap,
baseline_2008_monthly,2022-02,delta_pmi,
baseline_2008_monthly,2022-02,loans_12m,
baseline_2008_monthly,2022-02,val.pb,
baseline_2008_monthly,2022-02,rate.fr007_mean,
baseline_2008_monthly,2022-02,gro.ip_yoy,
baseline_2008_monthly,2022-02,gro.retail_yoy,
baseline_2008_monthly,2022-02,gro.gdp_yoy,
baseline_2008_monthly,2022-02,inf.cpi_yoy,
baseline_2008_monthly,2022-02,inf.ppi_yoy,
baseline_2008_monthly,2022-02,liq.m2_yoy,
baseline_2008_monthly,2022-03,ey,
baseline_2008_monthly,2022-03,eyg,
baseline_2008_monthly,2022-03,term_spread,
baseline_2008_monthly,2022-03,pmi_gap,
baseline_2008_monthly,2022-03,delta_pmi,
baseline_2008_monthly,2022-03,loans_12m,
baseline_2008_monthly,2022-03,val.pb,
baseline_2008_monthly,2022-03,rate.fr007_mean,
baseline_2008_monthly,2022-03,gro.ip_yoy,
baseline_2008_monthly,2022-03,gro.retail_yoy,
baseline_2008_monthly,2022-03,gro.gdp_yoy,
baseline_2008_monthly,2022-03,inf.cpi_yoy,
baseline_2008_monthly,2022-03,inf.ppi_yoy,
baseline_2008_monthly,2022-03,liq.m2_yoy,
baseline_2008_monthly,2022-04,ey,
baseline_2008_monthly,2022-04,eyg,
baseline_2008_monthly,2022-04,term_spread,
baseline_2008_monthly,2022-04,pmi_gap,
baseline_2008_monthly,2022-04,delta_pmi,
baseline_2008_monthly,2022-04,loans_12m,
baseline_2008_monthly,2022-04,val.pb,
baseline_2008_monthly,2022-04,rate.fr007_mean,
baseline_2008_monthly,2022-04,gro.ip_yoy,
baseline_2008_monthly,2022-04,gro.retail_yoy,
baseline_2008_monthly,2022-04,gro.gdp_yoy,
baseline_2008_monthly,2022-04,inf.cpi_yoy,
baseline_2008_monthly,2022-04,inf.ppi_yoy,
baseline_2008_monthly,2022-04,liq.m2_yoy,
baseline_2008_monthly,2022-05,ey,
baseline_2008_monthly,2022-05,eyg,
baseline_2008_monthly,2022-05,term_spread,
baseline_2008_monthly,2022-05,pmi_gap,
baseline_2008_monthly,2022-05,delta_pmi,
baseline_2008_monthly,2022-05,loans_12m,
baseline_2008_monthly,2022-05,val.pb,
baseline_2008_monthly,2022-05,rate.fr007_mean,
baseline_2008_monthly,2022-05,gro.ip_yoy,
baseline_2008_monthly,2022-05,gro.retail_yoy,
baseline_2008_monthly,2022-05,gro.gdp_yoy,
baseline_2008_monthly,2022-05,inf.cpi_yoy,
baseline_2008_monthly,2022-05,inf.ppi_yoy,
baseline_2008_monthly,2022-05,liq.m2_yoy,
baseline_2008_monthly,2022-06,ey,
baseline_2008_monthly,2022-06,eyg,
baseline_2008_monthly,2022-06,term_spread,
baseline_2008_monthly,2022-06,pmi_gap,
baseline_2008_monthly,2022-06,delta_pmi,
baseline_2008_monthly,2022-06,loans_12m,
baseline_2008_monthly,2022-06,val.pb,
baseline_2008_monthly,2022-06,rate.fr007_mean,
baseline_2008_monthly,2022-06,gro.ip_yoy,
baseline_2008_monthly,2022-06,gro.retail_yoy,
baseline_2008_monthly,2022-06,gro.gdp_yoy,
baseline_2008_monthly,2022-06,inf.cpi_yoy,
baseline_2008_monthly,2022-06,inf.ppi_yoy,
baseline_2008_monthly,2022-06,liq.m2_yoy,
baseline_2008_monthly,2022-07,ey,
baseline_2008_monthly,2022-07,eyg,
baseline_2008_monthly,2022-07,term_spread,
baseline_2008_monthly,2022-07,pmi_gap,
baseline_2008_monthly,2022-07,delta_pmi,
baseline_2008_monthly,2022-07,loans_12m,
baseline_2008_monthly,2022-07,val.pb,
baseline_2008_monthly,2022-07,rate.fr007_mean,
baseline_2008_monthly,2022-07,gro.ip_yoy,
baseline_2008_monthly,2022-07,gro.retail_yoy,
baseline_2008_monthly,2022-07,gro.gdp_yoy,
baseline_2008_monthly,2022-07,inf.cpi_yoy,
baseline_2008_monthly,2022-07,inf.ppi_yoy,
baseline_2008_monthly,2022-07,liq.m2_yoy,
baseline_2008_monthly,2022-08,ey,
baseline_2008_monthly,2022-08,eyg,
baseline_2008_monthly,2022-08,term_spread,
baseline_2008_monthly,2022-08,pmi_gap,
baseline_2008_monthly,2022-08,delta_pmi,
baseline_2008_monthly,2022-08,loans_12m,
baseline_2008_monthly,2022-08,val.pb,
baseline_2008_monthly,2022-08,rate.fr007_mean,
baseline_2008_monthly,2022-08,gro.ip_yoy,
baseline_2008_monthly,2022-08,gro.retail_yoy,
baseline_2008_monthly,2022-08,gro.gdp_yoy,
baseline_2008_monthly,2022-08,inf.cpi_yoy,
baseline_2008_monthly,2022-08,inf.ppi_yoy,
baseline_2008_monthly,2022-08,liq.m2_yoy,
baseline_2008_monthly,2022-09,ey,
baseline_2008_monthly,2022-09,eyg,
baseline_2008_monthly,2022-09,term_spread,
baseline_2008_monthly,2022-09,pmi_gap,
baseline_2008_monthly,2022-09,delta_pmi,
baseline_2008_monthly,2022-09,loans_12m,
baseline_2008_monthly,2022-09,val.pb,
baseline_2008_monthly,2022-09,rate.fr007_mean,
baseline_2008_monthly,2022-09,gro.ip_yoy,
baseline_2008_monthly,2022-09,gro.retail_yoy,
baseline_2008_monthly,2022-09,gro.gdp_yoy,
baseline_2008_monthly,2022-09,inf.cpi_yoy,
baseline_2008_monthly,2022-09,inf.ppi_yoy,
baseline_2008_monthly,2022-09,liq.m2_yoy,
baseline_2008_monthly,2022-10,ey,
baseline_2008_monthly,2022-10,eyg,
baseline_2008_monthly,2022-10,term_spread,
baseline_2008_monthly,2022-10,pmi_gap,
baseline_2008_monthly,2022-10,delta_pmi,
baseline_2008_monthly,2022-10,loans_12m,
baseline_2008_monthly,2022-10,val.pb,
baseline_2008_monthly,2022-10,rate.fr007_mean,
baseline_2008_monthly,2022-10,gro.ip_yoy,
baseline_2008_monthly,2022-10,gro.retail_yoy,
baseline_2008_monthly,2022-10,gro.gdp_yoy,
baseline_2008_monthly,2022-10,inf.cpi_yoy,
baseline_2008_monthly,2022-10,inf.ppi_yoy,
baseline_2008_monthly,2022-10,liq.m2_yoy,
baseline_2008_monthly,2022-11,ey,
baseline_2008_monthly,2022-11,eyg,
baseline_2008_monthly,2022-11,term_spread,
baseline_2008_monthly,2022-11,pmi_gap,
baseline_2008_monthly,2022-11,delta_pmi,
baseline_2008_monthly,2022-11,loans_12m,
baseline_2008_monthly,2022-11,val.pb,
baseline_2008_monthly,2022-11,rate.fr007_mean,
baseline_2008_monthly,2022-11,gro.ip_yoy,
baseline_2008_monthly,2022-11,gro.retail_yoy,
baseline_2008_monthly,2022-11,gro.gdp_yoy,
baseline_2008_monthly,2022-11,inf.cpi_yoy,
baseline_2008_monthly,2022-11,inf.ppi_yoy,
baseline_2008_monthly,2022-11,liq.m2_yoy,
baseline_2008_monthly,2022-12,ey,
baseline_2008_monthly,2022-12,eyg,
baseline_2008_monthly,2022-12,term_spread,
baseline_2008_monthly,2022-12,pmi_gap,
baseline_2008_monthly,2022-12,delta_pmi,
baseline_2008_monthly,2022-12,loans_12m,
baseline_2008_monthly,2022-12,val.pb,
baseline_2008_monthly,2022-12,rate.fr007_mean,
baseline_2008_monthly,2022-12,gro.ip_yoy,
baseline_2008_monthly,2022-12,gro.retail_yoy,
baseline_2008_monthly,2022-12,gro.gdp_yoy,
baseline_2008_monthly,2022-12,inf.cpi_yoy,
baseline_2008_monthly,2022-12,inf.ppi_yoy,
baseline_2008_monthly,2022-12,liq.m2_yoy,
baseline_2008_monthly,2023-01,ey,
baseline_2008_monthly,2023-01,eyg,
baseline_2008_monthly,2023-01,term_spread,
baseline_2008_monthly,2023-01,pmi_gap,
baseline_2008_monthly,2023-01,delta_pmi,
baseline_2008_monthly,2023-01,loans_12m,
baseline_2008_monthly,2023-01,val.pb,
baseline_2008_monthly,2023-01,rate.fr007_mean,
baseline_2008_monthly,2023-01,gro.ip_yoy,
baseline_2008_monthly,2023-01,gro.retail_yoy,
baseline_2008_monthly,2023-01,gro.gdp_yoy,
baseline_2008_monthly,2023-01,inf.cpi_yoy,
baseline_2008_monthly,2023-01,inf.ppi_yoy,
baseline_2008_monthly,2023-01,liq.m2_yoy,
baseline_2008_monthly,2023-02,ey,
baseline_2008_monthly,2023-02,eyg,
baseline_2008_monthly,2023-02,term_spread,
baseline_2008_monthly,2023-02,pmi_gap,
baseline_2008_monthly,2023-02,delta_pmi,
baseline_2008_monthly,2023-02,loans_12m,
baseline_2008_monthly,2023-02,val.pb,
baseline_2008_monthly,2023-02,rate.fr007_mean,
baseline_2008_monthly,2023-02,gro.ip_yoy,
baseline_2008_monthly,2023-02,gro.retail_yoy,
baseline_2008_monthly,2023-02,gro.gdp_yoy,
baseline_2008_monthly,2023-02,inf.cpi_yoy,
baseline_2008_monthly,2023-02,inf.ppi_yoy,
baseline_2008_monthly,2023-02,liq.m2_yoy,
baseline_2008_monthly,2023-03,ey,
baseline_2008_monthly,2023-03,eyg,
baseline_2008_monthly,2023-03,term_spread,
baseline_2008_monthly,2023-03,pmi_gap,
baseline_2008_monthly,2023-03,delta_pmi,
baseline_2008_monthly,2023-03,loans_12m,
baseline_2008_monthly,2023-03,val.pb,
baseline_2008_monthly,2023-03,rate.fr007_mean,
baseline_2008_monthly,2023-03,gro.ip_yoy,
baseline_2008_monthly,2023-03,gro.retail_yoy,
baseline_2008_monthly,2023-03,gro.gdp_yoy,
baseline_2008_monthly,2023-03,inf.cpi_yoy,
baseline_2008_monthly,2023-03,inf.ppi_yoy,
baseline_2008_monthly,2023-03,liq.m2_yoy,
baseline_2008_monthly,2023-04,ey,
baseline_2008_monthly,2023-04,eyg,
baseline_2008_monthly,2023-04,term_spread,
baseline_2008_monthly,2023-04,pmi_gap,
baseline_2008_monthly,2023-04,delta_pmi,
baseline_2008_monthly,2023-04,loans_12m,
baseline_2008_monthly,2023-04,val.pb,
baseline_2008_monthly,2023-04,rate.fr007_mean,
baseline_2008_monthly,2023-04,gro.ip_yoy,
baseline_2008_monthly,2023-04,gro.retail_yoy,
baseline_2008_monthly,2023-04,gro.gdp_yoy,
baseline_2008_monthly,2023-04,inf.cpi_yoy,
baseline_2008_monthly,2023-04,inf.ppi_yoy,
baseline_2008_monthly,2023-04,liq.m2_yoy,
baseline_2008_monthly,2023-05,ey,
baseline_2008_monthly,2023-05,eyg,
baseline_2008_monthly,2023-05,term_spread,
baseline_2008_monthly,2023-05,pmi_gap,
baseline_2008_monthly,2023-05,delta_pmi,
baseline_2008_monthly,2023-05,loans_12m,
baseline_2008_monthly,2023-05,val.pb,
baseline_2008_monthly,2023-05,rate.fr007_mean,
baseline_2008_monthly,2023-05,gro.ip_yoy,
baseline_2008_monthly,2023-05,gro.retail_yoy,
baseline_2008_monthly,2023-05,gro.gdp_yoy,
baseline_2008_monthly,2023-05,inf.cpi_yoy,
baseline_2008_monthly,2023-05,inf.ppi_yoy,
baseline_2008_monthly,2023-05,liq.m2_yoy,
baseline_2008_monthly,2023-06,ey,
baseline_2008_monthly,2023-06,eyg,
baseline_2008_monthly,2023-06,term_spread,
baseline_2008_monthly,2023-06,pmi_gap,
baseline_2008_monthly,2023-06,delta_pmi,
baseline_2008_monthly,2023-06,loans_12m,
baseline_2008_monthly,2023-06,val.pb,
baseline_2008_monthly,2023-06,rate.fr007_mean,
baseline_2008_monthly,2023-06,gro.ip_yoy,
baseline_2008_monthly,2023-06,gro.retail_yoy,
baseline_2008_monthly,2023-06,gro.gdp_yoy,
baseline_2008_monthly,2023-06,inf.cpi_yoy,
baseline_2008_monthly,2023-06,inf.ppi_yoy,
baseline_2008_monthly,2023-06,liq.m2_yoy,
baseline_2008_monthly,2023-07,ey,
baseline_2008_monthly,2023-07,eyg,
baseline_2008_monthly,2023-07,term_spread,
baseline_2008_monthly,2023-07,pmi_gap,
baseline_2008_monthly,2023-07,delta_pmi,
baseline_2008_monthly,2023-07,loans_12m,
baseline_2008_monthly,2023-07,val.pb,
baseline_2008_monthly,2023-07,rate.fr007_mean,
baseline_2008_monthly,2023-07,gro.ip_yoy,
baseline_2008_monthly,2023-07,gro.retail_yoy,
baseline_2008_monthly,2023-07,gro.gdp_yoy,
baseline_2008_monthly,2023-07,inf.cpi_yoy,
baseline_2008_monthly,2023-07,inf.ppi_yoy,
baseline_2008_monthly,2023-07,liq.m2_yoy,
baseline_2008_monthly,2023-08,ey,
baseline_2008_monthly,2023-08,eyg,
baseline_2008_monthly,2023-08,term_spread,
baseline_2008_monthly,2023-08,pmi_gap,
baseline_2008_monthly,2023-08,delta_pmi,
baseline_2008_monthly,2023-08,loans_12m,
baseline_2008_monthly,2023-08,val.pb,
baseline_2008_monthly,2023-08,rate.fr007_mean,
baseline_2008_monthly,2023-08,gro.ip_yoy,
baseline_2008_monthly,2023-08,gro.retail_yoy,
baseline_2008_monthly,2023-08,gro.gdp_yoy,
baseline_2008_monthly,2023-08,inf.cpi_yoy,
baseline_2008_monthly,2023-08,inf.ppi_yoy,
baseline_2008_monthly,2023-08,liq.m2_yoy,
baseline_2008_monthly,2023-09,ey,
baseline_2008_monthly,2023-09,eyg,
baseline_2008_monthly,2023-09,term_spread,
baseline_2008_monthly,2023-09,pmi_gap,
baseline_2008_monthly,2023-09,delta_pmi,
baseline_2008_monthly,2023-09,loans_12m,
baseline_2008_monthly,2023-09,val.pb,
baseline_2008_monthly,2023-09,rate.fr007_mean,
baseline_2008_monthly,2023-09,gro.ip_yoy,
baseline_2008_monthly,2023-09,gro.retail_yoy,
baseline_2008_monthly,2023-09,gro.gdp_yoy,
baseline_2008_monthly,2023-09,inf.cpi_yoy,
baseline_2008_monthly,2023-09,inf.ppi_yoy,
baseline_2008_monthly,2023-09,liq.m2_yoy,
baseline_2008_monthly,2023-10,ey,
baseline_2008_monthly,2023-10,eyg,
baseline_2008_monthly,2023-10,term_spread,
baseline_2008_monthly,2023-10,pmi_gap,
baseline_2008_monthly,2023-10,delta_pmi,
baseline_2008_monthly,2023-10,loans_12m,
baseline_2008_monthly,2023-10,val.pb,
baseline_2008_monthly,2023-10,rate.fr007_mean,
baseline_2008_monthly,2023-10,gro.ip_yoy,
baseline_2008_monthly,2023-10,gro.retail_yoy,
baseline_2008_monthly,2023-10,gro.gdp_yoy,
baseline_2008_monthly,2023-10,inf.cpi_yoy,
baseline_2008_monthly,2023-10,inf.ppi_yoy,
baseline_2008_monthly,2023-10,liq.m2_yoy,
baseline_2008_monthly,2023-11,ey,
baseline_2008_monthly,2023-11,eyg,
baseline_2008_monthly,2023-11,term_spread,
baseline_2008_monthly,2023-11,pmi_gap,
baseline_2008_monthly,2023-11,delta_pmi,
baseline_2008_monthly,2023-11,loans_12m,
baseline_2008_monthly,2023-11,val.pb,
baseline_2008_monthly,2023-11,rate.fr007_mean,
baseline_2008_monthly,2023-11,gro.ip_yoy,
baseline_2008_monthly,2023-11,gro.retail_yoy,
baseline_2008_monthly,2023-11,gro.gdp_yoy,
baseline_2008_monthly,2023-11,inf.cpi_yoy,
baseline_2008_monthly,2023-11,inf.ppi_yoy,
baseline_2008_monthly,2023-11,liq.m2_yoy,
baseline_2008_monthly,2023-12,ey,
baseline_2008_monthly,2023-12,eyg,
baseline_2008_monthly,2023-12,term_spread,
baseline_2008_monthly,2023-12,pmi_gap,
baseline_2008_monthly,2023-12,delta_pmi,
baseline_2008_monthly,2023-12,loans_12m,
baseline_2008_monthly,2023-12,val.pb,
baseline_2008_monthly,2023-12,rate.fr007_mean,
baseline_2008_monthly,2023-12,gro.ip_yoy,
baseline_2008_monthly,2023-12,gro.retail_yoy,
baseline_2008_monthly,2023-12,gro.gdp_yoy,
baseline_2008_monthly,2023-12,inf.cpi_yoy,
baseline_2008_monthly,2023-12,inf.ppi_yoy,
baseline_2008_monthly,2023-12,liq.m2_yoy,
baseline_2008_monthly,2024-01,ey,
baseline_2008_monthly,2024-01,eyg,
baseline_2008_monthly,2024-01,term_spread,
baseline_2008_monthly,2024-01,pmi_gap,
baseline_2008_monthly,2024-01,delta_pmi,
baseline_2008_monthly,2024-01,loans_12m,
baseline_2008_monthly,2024-01,val.pb,
baseline_2008_monthly,2024-01,rate.fr007_mean,
baseline_2008_monthly,2024-01,gro.ip_yoy,
baseline_2008_monthly,2024-01,gro.retail_yoy,
baseline_2008_monthly,2024-01,gro.gdp_yoy,
baseline_2008_monthly,2024-01,inf.cpi_yoy,
baseline_2008_monthly,2024-01,inf.ppi_yoy,
baseline_2008_monthly,2024-01,liq.m2_yoy,
baseline_2008_monthly,2024-02,ey,
baseline_2008_monthly,2024-02,eyg,
baseline_2008_monthly,2024-02,term_spread,
baseline_2008_monthly,2024-02,pmi_gap,
baseline_2008_monthly,2024-02,delta_pmi,
baseline_2008_monthly,2024-02,loans_12m,
baseline_2008_monthly,2024-02,val.pb,
baseline_2008_monthly,2024-02,rate.fr007_mean,
baseline_2008_monthly,2024-02,gro.ip_yoy,
baseline_2008_monthly,2024-02,gro.retail_yoy,
baseline_2008_monthly,2024-02,gro.gdp_yoy,
baseline_2008_monthly,2024-02,inf.cpi_yoy,
baseline_2008_monthly,2024-02,inf.ppi_yoy,
baseline_2008_monthly,2024-02,liq.m2_yoy,
baseline_2008_monthly,2024-03,ey,
baseline_2008_monthly,2024-03,eyg,
baseline_2008_monthly,2024-03,term_spread,
baseline_2008_monthly,2024-03,pmi_gap,
baseline_2008_monthly,2024-03,delta_pmi,
baseline_2008_monthly,2024-03,loans_12m,
baseline_2008_monthly,2024-03,val.pb,
baseline_2008_monthly,2024-03,rate.fr007_mean,
baseline_2008_monthly,2024-03,gro.ip_yoy,
baseline_2008_monthly,2024-03,gro.retail_yoy,
baseline_2008_monthly,2024-03,gro.gdp_yoy,
baseline_2008_monthly,2024-03,inf.cpi_yoy,
baseline_2008_monthly,2024-03,inf.ppi_yoy,
baseline_2008_monthly,2024-03,liq.m2_yoy,
baseline_2008_monthly,2024-04,ey,
baseline_2008_monthly,2024-04,eyg,
baseline_2008_monthly,2024-04,term_spread,
baseline_2008_monthly,2024-04,pmi_gap,
baseline_2008_monthly,2024-04,delta_pmi,
baseline_2008_monthly,2024-04,loans_12m,
baseline_2008_monthly,2024-04,val.pb,
baseline_2008_monthly,2024-04,rate.fr007_mean,
baseline_2008_monthly,2024-04,gro.ip_yoy,
baseline_2008_monthly,2024-04,gro.retail_yoy,
baseline_2008_monthly,2024-04,gro.gdp_yoy,
baseline_2008_monthly,2024-04,inf.cpi_yoy,
baseline_2008_monthly,2024-04,inf.ppi_yoy,
baseline_2008_monthly,2024-04,liq.m2_yoy,
baseline_2008_monthly,2024-05,ey,
baseline_2008_monthly,2024-05,eyg,
baseline_2008_monthly,2024-05,term_spread,
baseline_2008_monthly,2024-05,pmi_gap,
baseline_2008_monthly,2024-05,delta_pmi,
baseline_2008_monthly,2024-05,loans_12m,
baseline_2008_monthly,2024-05,val.pb,
baseline_2008_monthly,2024-05,rate.fr007_mean,
baseline_2008_monthly,2024-05,gro.ip_yoy,
baseline_2008_monthly,2024-05,gro.retail_yoy,
baseline_2008_monthly,2024-05,gro.gdp_yoy,
baseline_2008_monthly,2024-05,inf.cpi_yoy,
baseline_2008_monthly,2024-05,inf.ppi_yoy,
baseline_2008_monthly,2024-05,liq.m2_yoy,
baseline_2008_monthly,2024-06,ey,
baseline_2008_monthly,2024-06,eyg,
baseline_2008_monthly,2024-06,term_spread,
baseline_2008_monthly,2024-06,pmi_gap,
baseline_2008_monthly,2024-06,delta_pmi,
baseline_2008_monthly,2024-06,loans_12m,
baseline_2008_monthly,2024-06,val.pb,
baseline_2008_monthly,2024-06,rate.fr007_mean,
baseline_2008_monthly,2024-06,gro.ip_yoy,
baseline_2008_monthly,2024-06,gro.retail_yoy,
baseline_2008_monthly,2024-06,gro.gdp_yoy,
baseline_2008_monthly,2024-06,inf.cpi_yoy,
baseline_2008_monthly,2024-06,inf.ppi_yoy,
baseline_2008_monthly,2024-06,liq.m2_yoy,
baseline_2008_monthly,2024-07,ey,
baseline_2008_monthly,2024-07,eyg,
baseline_2008_monthly,2024-07,term_spread,
baseline_2008_monthly,2024-07,pmi_gap,
baseline_2008_monthly,2024-07,delta_pmi,
baseline_2008_monthly,2024-07,loans_12m,
baseline_2008_monthly,2024-07,val.pb,
baseline_2008_monthly,2024-07,rate.fr007_mean,
baseline_2008_monthly,2024-07,gro.ip_yoy,
baseline_2008_monthly,2024-07,gro.retail_yoy,
baseline_2008_monthly,2024-07,gro.gdp_yoy,
baseline_2008_monthly,2024-07,inf.cpi_yoy,
baseline_2008_monthly,2024-07,inf.ppi_yoy,
baseline_2008_monthly,2024-07,liq.m2_yoy,
baseline_2008_monthly,2024-08,ey,
baseline_2008_monthly,2024-08,eyg,
baseline_2008_monthly,2024-08,term_spread,
baseline_2008_monthly,2024-08,pmi_gap,
baseline_2008_monthly,2024-08,delta_pmi,
baseline_2008_monthly,2024-08,loans_12m,
baseline_2008_monthly,2024-08,val.pb,
baseline_2008_monthly,2024-08,rate.fr007_mean,
baseline_2008_monthly,2024-08,gro.ip_yoy,
baseline_2008_monthly,2024-08,gro.retail_yoy,
