decision_month,feature,value,na_reason,reference_period_used,available_date_used,feature_regime,note
2023-11,delta_pmi,-0.7000,,2023-10,2023-11-20,,PMI_t - PMI_t-1 (ref 连续)
2023-12,delta_pmi,-0.1000,,2023-11,2023-12-20,,PMI_t - PMI_t-1 (ref 连续)
2024-01,delta_pmi,-0.4000,,2023-12,2024-01-20,,PMI_t - PMI_t-1 (ref 连续)
2024-02,delta_pmi,0.2000,,2024-01,2024-02-20,,PMI_t - PMI_t-1 (ref 连续)
2024-03,delta_pmi,-0.1000,,2024-02,2024-03-20,,PMI_t - PMI_t-1 (ref 连续)
2024-04,delta_pmi,1.7000,,2024-03,2024-04-20,,PMI_t - PMI_t-1 (ref 连续)
2024-05,delta_pmi,-0.4000,,2024-04,2024-05-20,,PMI_t - PMI_t-1 (ref 连续)
2024-06,delta_pmi,-0.9000,,2024-05,2024-06-20,,PMI_t - PMI_t-1 (ref 连续)
2024-07,delta_pmi,0.0000,,2024-06,2024-07-20,,PMI_t - PMI_t-1 (ref 连续)
2024-08,delta_pmi,-0.1000,,2024-07,2024-08-20,,PMI_t - PMI_t-1 (ref 连续)
2024-09,delta_pmi,-0.3000,,2024-08,2024-09-20,,PMI_t - PMI_t-1 (ref 连续)
2024-10,delta_pmi,0.7000,,2024-09,2024-10-20,,PMI_t - PMI_t-1 (ref 连续)
2024-11,delta_pmi,0.3000,,2024-10,2024-11-20,,PMI_t - PMI_t-1 (ref 连续)
2024-12,delta_pmi,0.2000,,2024-11,2024-12-20,,PMI_t - PMI_t-1 (ref 连续)
2025-01,delta_pmi,-0.2000,,2024-12,2025-01-20,,PMI_t - PMI_t-1 (ref 连续)
2025-02,delta_pmi,-1.0000,,2025-01,2025-02-20,,PMI_t - PMI_t-1 (ref 连续)
2025-03,delta_pmi,1.1000,,2025-02,2025-03-20,,PMI_t - PMI_t-1 (ref 连续)
2025-04,delta_pmi,0.3000,,2025-03,2025-04-20,,PMI_t - PMI_t-1 (ref 连续)
2025-05,delta_pmi,-1.5000,,2025-04,2025-05-20,,PMI_t - PMI_t-1 (ref 连续)
2025-06,delta_pmi,0.5000,,2025-05,2025-06-20,,PMI_t - PMI_t-1 (ref 连续)
2025-07,delta_pmi,0.2000,,2025-06,2025-07-20,,PMI_t - PMI_t-1 (ref 连续)
2025-08,delta_pmi,-0.4000,,2025-07,2025-08-20,,PMI_t - PMI_t-1 (ref 连续)
2025-09,delta_pmi,0.1000,,2025-08,2025-09-20,,PMI_t - PMI_t-1 (ref 连续)
2025-10,delta_pmi,0.4000,,2025-09,2025-10-20,,PMI_t - PMI_t-1 (ref 连续)
2025-11,delta_pmi,-0.8000,,2025-10,2025-11-20,,PMI_t - PMI_t-1 (ref 连续)
2025-12,delta_pmi,0.2000,,2025-11,2025-12-20,,PMI_t - PMI_t-1 (ref 连续)
2026-01,delta_pmi,0.9000,,2025-12,2026-01-20,,PMI_t - PMI_t-1 (ref 连续)
2026-02,delta_pmi,-0.8000,,2026-01,2026-02-20,,PMI_t - PMI_t-1 (ref 连续)
2026-03,delta_pmi,-0.3000,,2026-02,2026-03-20,,PMI_t - PMI_t-1 (ref 连续)
2026-04,delta_pmi,1.4000,,2026-03,2026-04-20,,PMI_t - PMI_t-1 (ref 连续)
2026-05,delta_pmi,-0.1000,,2026-04,2026-05-20,,PMI_t - PMI_t-1 (ref 连续)
2026-06,delta_pmi,-0.3000,,2026-05,2026-06-20,,PMI_t - PMI_t-1 (ref 连续)
2026-07,delta_pmi,0.3000,,2026-06,2026-07-20,,PMI_t - PMI_t-1 (ref 连续)
2008-01,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2008-02,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2008-03,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2008-04,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2008-05,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2008-06,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2008-07,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2008-08,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2008-09,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2008-10,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2008-11,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2008-12,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2009-01,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2009-02,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2009-03,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2009-04,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2009-05,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2009-06,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2009-07,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2009-08,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2009-09,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2009-10,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2009-11,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2009-12,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2010-01,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2010-02,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2010-03,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2010-04,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2010-05,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2010-06,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2010-07,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2010-08,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2010-09,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2010-10,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2010-11,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2010-12,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2011-01,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2011-02,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2011-03,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2011-04,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2011-05,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2011-06,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2011-07,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2011-08,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2011-09,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2011-10,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2011-11,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2011-12,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2012-01,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2012-02,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2012-03,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2012-04,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2012-05,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2012-06,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2012-07,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2012-08,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2012-09,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2012-10,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2012-11,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2012-12,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2013-01,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2013-02,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2013-03,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2013-04,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2013-05,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2013-06,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2013-07,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2013-08,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2013-09,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2013-10,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2013-11,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2013-12,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2014-01,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2014-02,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2014-03,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2014-04,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2014-05,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2014-06,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2014-07,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2014-08,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2014-09,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2014-10,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2014-11,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2014-12,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2015-01,afre_yoy,,NOT_RELEASED,,,AFRE_OFFICIAL_SERIES,官方同比未公开
2015-02,afre_yoy,14.3000,,2014-12,2015-02-10,AFRE_LEGACY_HISTORICAL,官方直接同比 (ref_age=2)
2015-03,afre_yoy,14.3000,,2014-12,2015-02-10,AFRE_LEGACY_HISTORICAL,官方直接同比 (ref_age=3)
2015-04,afre_yoy,13.1000,,2015-03,2015-04-20,AFRE_LEGACY_HISTORICAL,官方直接同比 (ref_age=1)
2015-05,afre_yoy,13.1000,,2015-03,2015-04-20,AFRE_LEGACY_HISTORICAL,官方直接同比 (ref_age=2)
2015-06,afre_yoy,13.1000,,2015-03,2015-04-20,AFRE_LEGACY_HISTORICAL,官方直接同比 (ref_age=3)
2015-07,afre_yoy,12.0000,,2015-06,2015-07-20,AFRE_LEGACY_HISTORICAL,官方直接同比 (ref_age=1)
2015-08,afre_yoy,12.0000,,2015-06,2015-07-20,AFRE_LEGACY_HISTORICAL,官方直接同比 (ref_age=2)
2015-09,afre_yoy,12.0000,,2015-06,2015-07-20,AFRE_LEGACY_HISTORICAL,官方直接同比 (ref_age=3)
2015-10,afre_yoy,12.5000,,2015-09,2015-10-20,AFRE_LEGACY_HISTORICAL,官方直接同比 (ref_age=1)
2015-11,afre_yoy,12.5000,,2015-09,2015-10-20,AFRE_LEGACY_HISTORICAL,官方直接同比 (ref_age=2)
2015-12,afre_yoy,12.5000,,2015-09,2015-10-20,AFRE_LEGACY_HISTORICAL,官方直接同比 (ref_age=3)
2016-01,afre_yoy,12.5000,,2015-12,2016-01-20,AFRE_LEGACY_HISTORICAL,官方直接同比 (ref_age=1)
2016-02,afre_yoy,13.1000,,2016-01,2016-02-20,AFRE_PRE_2017,官方直接同比 (ref_age=1)
2016-03,afre_yoy,12.7000,,2016-02,2016-03-20,AFRE_PRE_2017,官方直接同比 (ref_age=1)
2016-04,afre_yoy,13.4000,,2016-03,2016-04-20,AFRE_PRE_2017,官方直接同比 (ref_age=1)
2016-05,afre_yoy,13.1000,,2016-04,2016-05-20,AFRE_PRE_2017,官方直接同比 (ref_age=1)
2016-06,afre_yoy,12.6000,,2016-05,2016-06-20,AFRE_PRE_2017,官方直接同比 (ref_age=1)
2016-07,afre_yoy,12.4000,,2016-06,2016-07-20,AFRE_PRE_2017,官方直接同比 (ref_age=1)
2016-08,afre_yoy,12.2000,,2016-07,2016-08-20,AFRE_PRE_2017,官方直接同比 (ref_age=1)
2016-09,afre_yoy,12.3000,,2016-08,2016-09-20,AFRE_PRE_2017,官方直接同比 (ref_age=1)
2016-10,afre_yoy,12.5000,,2016-09,2016-10-20,AFRE_PRE_2017,官方直接同比 (ref_age=1)
2016-11,afre_yoy,12.8000,,2016-10,2016-11-20,AFRE_PRE_2017,官方直接同比 (ref_age=1)
2016-12,afre_yoy,13.3000,,2016-11,2016-12-20,AFRE_PRE_2017,官方直接同比 (ref_age=1)
2017-01,afre_yoy,12.8000,,2016-12,2017-01-20,AFRE_PRE_2017,官方直接同比 (ref_age=1)
2017-02,afre_yoy,12.8000,,2016-12,2017-01-20,AFRE_PRE_2017,官方直接同比 (ref_age=2)
2017-03,afre_yoy,12.8000,,2016-12,2017-01-20,AFRE_PRE_2017,官方直接同比 (ref_age=3)
2017-04,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=3>max_stale=2 (last-known=12.80)
2017-05,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=4>max_stale=2 (last-known=12.80)
2017-06,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=5>max_stale=2 (last-known=12.80)
2017-07,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=6>max_stale=2 (last-known=12.80)
2017-08,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=7>max_stale=2 (last-known=12.80)
2017-09,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=8>max_stale=2 (last-known=12.80)
2017-10,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=9>max_stale=2 (last-known=12.80)
2017-11,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=10>max_stale=2 (last-known=12.80)
2017-12,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=11>max_stale=2 (last-known=12.80)
2018-01,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=12>max_stale=2 (last-known=12.80)
2018-02,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=13>max_stale=2 (last-known=12.80)
2018-03,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=14>max_stale=2 (last-known=12.80)
2018-04,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=15>max_stale=2 (last-known=12.80)
2018-05,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=16>max_stale=2 (last-known=12.80)
2018-06,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=17>max_stale=2 (last-known=12.80)
2018-07,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=18>max_stale=2 (last-known=12.80)
2018-08,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=19>max_stale=2 (last-known=12.80)
2018-09,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=20>max_stale=2 (last-known=12.80)
2018-10,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=21>max_stale=2 (last-known=12.80)
2018-11,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=22>max_stale=2 (last-known=12.80)
2018-12,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=23>max_stale=2 (last-known=12.80)
2019-01,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=24>max_stale=2 (last-known=12.80)
2019-02,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=25>max_stale=2 (last-known=12.80)
2019-03,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=26>max_stale=2 (last-known=12.80)
2019-04,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=27>max_stale=2 (last-known=12.80)
2019-05,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=28>max_stale=2 (last-known=12.80)
2019-06,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=29>max_stale=2 (last-known=12.80)
2019-07,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=30>max_stale=2 (last-known=12.80)
2019-08,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=31>max_stale=2 (last-known=12.80)
2019-09,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=32>max_stale=2 (last-known=12.80)
2019-10,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=33>max_stale=2 (last-known=12.80)
2019-11,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=34>max_stale=2 (last-known=12.80)
2019-12,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=35>max_stale=2 (last-known=12.80)
2020-01,afre_yoy,,STALE_SOURCE,2016-12,2017-01-20,AFRE_PRE_2017,stale=36>max_stale=2 (last-known=12.80)
2020-02,afre_yoy,10.7000,,2020-01,2020-02-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2020-03,afre_yoy,10.7000,,2020-02,2020-03-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2020-04,afre_yoy,11.5000,,2020-03,2020-04-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2020-05,afre_yoy,12.0000,,2020-04,2020-05-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2020-06,afre_yoy,12.5000,,2020-05,2020-06-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2020-07,afre_yoy,12.8000,,2020-06,2020-07-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2020-08,afre_yoy,12.9000,,2020-07,2020-08-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2020-09,afre_yoy,13.3000,,2020-08,2020-09-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2020-10,afre_yoy,13.5000,,2020-09,2020-10-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2020-11,afre_yoy,13.7000,,2020-10,2020-11-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2020-12,afre_yoy,13.6000,,2020-11,2020-12-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2021-01,afre_yoy,13.3000,,2020-12,2021-01-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2021-02,afre_yoy,13.0000,,2021-01,2021-02-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2021-03,afre_yoy,13.3000,,2021-02,2021-03-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2021-04,afre_yoy,12.3000,,2021-03,2021-04-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2021-05,afre_yoy,11.7000,,2021-04,2021-05-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2021-06,afre_yoy,11.0000,,2021-05,2021-06-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2021-07,afre_yoy,11.0000,,2021-06,2021-07-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2021-08,afre_yoy,10.7000,,2021-07,2021-08-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2021-09,afre_yoy,10.3000,,2021-08,2021-09-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2021-10,afre_yoy,10.0000,,2021-09,2021-10-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2021-11,afre_yoy,10.0000,,2021-10,2021-11-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2021-12,afre_yoy,10.1000,,2021-11,2021-12-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2022-01,afre_yoy,10.3000,,2021-12,2022-01-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2022-02,afre_yoy,10.5000,,2022-01,2022-02-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2022-03,afre_yoy,10.2000,,2022-02,2022-03-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2022-04,afre_yoy,10.5000,,2022-03,2022-04-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2022-05,afre_yoy,10.2000,,2022-04,2022-05-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2022-06,afre_yoy,10.5000,,2022-05,2022-06-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2022-07,afre_yoy,10.8000,,2022-06,2022-07-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2022-08,afre_yoy,10.7000,,2022-07,2022-08-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2022-09,afre_yoy,10.5000,,2022-08,2022-09-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2022-10,afre_yoy,10.6000,,2022-09,2022-10-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2022-11,afre_yoy,10.3000,,2022-10,2022-11-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2022-12,afre_yoy,10.0000,,2022-11,2022-12-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2023-01,afre_yoy,9.6000,,2022-12,2023-01-20,AFRE_POST_2019,官方直接同比 (ref_age=1)
2023-02,afre_yoy,9.4000,,2023-01,2023-02-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2023-03,afre_yoy,9.9000,,2023-02,2023-03-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2023-04,afre_yoy,10.0000,,2023-03,2023-04-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2023-05,afre_yoy,10.0000,,2023-04,2023-05-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2023-06,afre_yoy,9.5000,,2023-05,2023-06-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2023-07,afre_yoy,9.0000,,2023-06,2023-07-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2023-08,afre_yoy,8.9000,,2023-07,2023-08-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2023-09,afre_yoy,9.0000,,2023-08,2023-09-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2023-10,afre_yoy,9.0000,,2023-09,2023-10-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2023-11,afre_yoy,9.3000,,2023-10,2023-11-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2023-12,afre_yoy,9.4000,,2023-11,2023-12-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2024-01,afre_yoy,9.5000,,2023-12,2024-01-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2024-02,afre_yoy,9.5000,,2024-01,2024-02-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2024-03,afre_yoy,9.0000,,2024-02,2024-03-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2024-04,afre_yoy,8.7000,,2024-03,2024-04-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2024-05,afre_yoy,8.3000,,2024-04,2024-05-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2024-06,afre_yoy,8.4000,,2024-05,2024-06-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2024-07,afre_yoy,8.1000,,2024-06,2024-07-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2024-08,afre_yoy,8.2000,,2024-07,2024-08-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2024-09,afre_yoy,8.1000,,2024-08,2024-09-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2024-10,afre_yoy,8.0000,,2024-09,2024-10-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2024-11,afre_yoy,7.8000,,2024-10,2024-11-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2024-12,afre_yoy,7.8000,,2024-11,2024-12-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2025-01,afre_yoy,8.0000,,2024-12,2025-01-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2025-02,afre_yoy,8.0000,,2025-01,2025-02-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2025-03,afre_yoy,8.2000,,2025-02,2025-03-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2025-04,afre_yoy,8.4000,,2025-03,2025-04-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2025-05,afre_yoy,8.7000,,2025-04,2025-05-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2025-06,afre_yoy,8.7000,,2025-05,2025-06-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2025-07,afre_yoy,8.9000,,2025-06,2025-07-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2025-08,afre_yoy,9.0000,,2025-07,2025-08-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
2025-09,afre_yoy,8.8000,,2025-08,2025-09-20,AFRE_POST_2023,官方直接同比 (ref_age=1)
